,req,label,v6,Unnamed: 3,v5.2,dominio,ano,titulo,link,slide,obs,obs v6
430,Worker in close proximity to track or car while ride in motion.,hazard,hazard,,hazard5,other,2016,24-Understanding STPA-Sec through a Simple Roller Coaster Example,https://psas.scripts.mit.edu/home/wp-content/uploads/2016/01/24-BillYoung-W2016.pdf,12,stpa-sec,
434,A/C not compliant with airworthiness requirements.,hazard,hazard,,hazard5,aviation,2016,26-A STAMP-based Hazard Log for Use during Development and Operations,https://psas.scripts.mit.edu/home/wp-content/uploads/2016/01/26-ScarinciGiusti-W2016.pdf,18,,
438,"The vehicle does not maintain a safe minimum distance between itself and obstacles such as pedestrians, vehicles, objects, and terrain.",hazard,hazard,,hazard1,automotive,2017,Human-Automation Interaction in STPA,https://psas.scripts.mit.edu/home/wp-content/uploads/2017/04/HumansAndAutomationTutorial_MFrance2017.pdf,39,,
439,Occupants or cargo are subjected to sudden high forces that may result in injury or property damage.,hazard,hazard,,hazard5,automotive,2017,Human-Automation Interaction in STPA,https://psas.scripts.mit.edu/home/wp-content/uploads/2017/04/HumansAndAutomationTutorial_MFrance2017.pdf,39,,
440,"The vehicle parks inappropriately, either in an unsuitable space (e.g. blocking a fire hydrant) or in violation of parking guidelines (e.g. excessively far from the curb).",hazard,hazard,,hazard1,automotive,2017,Human-Automation Interaction in STPA,https://psas.scripts.mit.edu/home/wp-content/uploads/2017/04/HumansAndAutomationTutorial_MFrance2017.pdf,39,,
442,Workers are exposed to hazardous energy.,hazard,hazard,,hazard5,industry,2017,STAMP in Workplace Safety,https://psas.scripts.mit.edu/home/wp-content/uploads/2017/04/2017-MIT-Tutorial-Howard_Release.pdf,9,,
446,Systems or equipment are exposed to excessive levels of hazardous energy.,hazard,hazard,,hazard1,industry,2017,STAMP in Workplace Safety,https://psas.scripts.mit.edu/home/wp-content/uploads/2017/04/2017-MIT-Tutorial-Howard_Release.pdf,16,,
449,ASTRO-H unable to collect scientific data.,hazard,hazard,,hazard1,aerospace,2017,A Process for STPA: STAMP Accident Model of HITOMI and Expansion to Future Safety Culture,https://psas.scripts.mit.edu/home/wp-content/uploads/2017/04/Thomas-A-Process-for-STPA.pdf,3,,
450,ASTRO-H unable to communicate scientific data.,hazard,hazard,,hazard1,aerospace,2017,A Process for STPA: STAMP Accident Model of HITOMI and Expansion to Future Safety Culture,https://psas.scripts.mit.edu/home/wp-content/uploads/2017/04/Thomas-A-Process-for-STPA.pdf,3,,
466,Aircraft flying off the route specified at flight plan.,hazard,hazard,,hazard1,aviation,2017,STPA-Sec for Security of Flight Management System,https://psas.scripts.mit.edu/home/wp-content/uploads/2017/03/Felipe-Oliveira_STPASec-For-Flight-Management-System.pdf,6,stpa-sec,
467,Unauthorized access to aircraft equipment (electronic and physical).,hazard,hazard,,hazard2,aviation,2017,STPA-Sec for Security of Flight Management System,https://psas.scripts.mit.edu/home/wp-content/uploads/2017/03/Felipe-Oliveira_STPASec-For-Flight-Management-System.pdf,6,stpa-sec,
468,Unable to dispatch aircraft.,hazard,hazard,,hazard2,aviation,2017,STPA-Sec for Security of Flight Management System,https://psas.scripts.mit.edu/home/wp-content/uploads/2017/03/Felipe-Oliveira_STPASec-For-Flight-Management-System.pdf,6,stpa-sec,
496,Unmanned aircraft loses controlled flight capability.,hazard,hazard,ambiguo,exhazard,aviation,2017,STAMP applied to SUAS at Edwards AFB,https://psas.scripts.mit.edu/home/wp-content/uploads/2017/03/Sarah-Summers_Folse_STPA-Applied-To-SUAS-Use-At-Edwards-AFB.pdf,12,colisão é um acidente,
501,Unmanned aircraft testing unnecessarily interferes with flight operations.,hazard,hazard,,hazard1,aviation,2017,STAMP applied to SUAS at Edwards AFB,https://psas.scripts.mit.edu/home/wp-content/uploads/2017/03/Sarah-Summers_Folse_STPA-Applied-To-SUAS-Use-At-Edwards-AFB.pdf,14,,
518,Excavator within the vicinity of overhead electric lines.,hazard,hazard,,hazard1,other,2017,Towards a STAMP-Based Safety Plans Approach for Construction Projects,https://psas.scripts.mit.edu/home/wp-content/uploads/2017/04/Ioannis-Dokas_Towards-A-STAMP-Based-Safety-Plans-Approach-For-Construction.pdf,12,,
527,Doors close while person in the doorway.,hazard,hazard,,hazard6,train,2017,STPA for the Internet of Things (IOT) ,https://psas.scripts.mit.edu/home/wp-content/uploads/2017/04/Greg-Pope_STPA-For-IoT-And-Mobile-Software_Slides.pdf,19,sistema = door,
528,Doors stuck closed during emergency.,hazard,hazard,,hazard6,train,2017,STPA for the Internet of Things (IOT) ,https://psas.scripts.mit.edu/home/wp-content/uploads/2017/04/Greg-Pope_STPA-For-IoT-And-Mobile-Software_Slides.pdf,19,sistema = door,
529,Doors stuck open.,hazard,hazard,,hazard6,train,2017,STPA for the Internet of Things (IOT) ,https://psas.scripts.mit.edu/home/wp-content/uploads/2017/04/Greg-Pope_STPA-For-IoT-And-Mobile-Software_Slides.pdf,19,sistema = door,
530,Doors open when not aligned to platform.,hazard,hazard,,hazard6,train,2017,STPA for the Internet of Things (IOT) ,https://psas.scripts.mit.edu/home/wp-content/uploads/2017/04/Greg-Pope_STPA-For-IoT-And-Mobile-Software_Slides.pdf,19,sistema = door,
540,Inability to control the aircraft.,hazard,hazard,,hazard3,aviation,2017,STPA During Early Concept Formation for Military Rotorcraft,https://psas.scripts.mit.edu/home/wp-content/uploads/2017/05/STAMP-2017-Workshop-STPA-Presentation-Approved-For-Release.pdf,6,"igual a ""loss of aircraft control""",
541,Loss of airframe integrity.,hazard,hazard,ambiguo,exhazard,aviation,2017,STPA During Early Concept Formation for Military Rotorcraft,https://psas.scripts.mit.edu/home/wp-content/uploads/2017/05/STAMP-2017-Workshop-STPA-Presentation-Approved-For-Release.pdf,6,,
546,Driver does not provide required attention to driving tasks and environment.,hazard,hazard,,hazard5,automotive,2017,Evolution Issues of Automated Driving Functions by Application of Systemic Accident Analysis: On the Example of the Tesla Model S Fatality,https://psas.scripts.mit.edu/home/wp-content/uploads/2017/04/HosseBagschik_Tesla-Model-S-Fatality_v5.pdf,14,,
547,Autopilot does not react to other road crossing vehicles/obstacles.,hazard,hazard,,hazard1,automotive,2017,Evolution Issues of Automated Driving Functions by Application of Systemic Accident Analysis: On the Example of the Tesla Model S Fatality,https://psas.scripts.mit.edu/home/wp-content/uploads/2017/04/HosseBagschik_Tesla-Model-S-Fatality_v5.pdf,14,,
554,System reports fake patient’s results to the user.,hazard,hazard,,hazard1,medicine,2017,STPA analysis for Clinical Programming Software of Cochlear Implant System for Profoundly Deaf People,https://psas.scripts.mit.edu/home/wp-content/uploads/2017/04/Kadupukotla-Satish-Kumar_STPA-Analysis-Of-Clinical-Programming-Software-For-Cochlear-Implant-System.pdf,37,,
576,Maneuvering the aircraft outside the safety envelope (undesired aircraft state).,hazard,hazard,,hazard2,aviation,2017,STPA-Based Model of Threat and Error Management in Dual Flight Instruction,https://psas.scripts.mit.edu/home/wp-content/uploads/2017/03/Ioana-Koglbauer_STPA-based-Model-Of-Threat-And-Error-Management-In-Dual-Flight-Instruction.pdf,6,,
585,"TCAS interferes with other safety-related aircraft systems (for example, ground proximity warning).",hazard,hazard,,hazard1,aviation,2018,Creating and Using Leading Indicators,https://psas.scripts.mit.edu/home/wp-content/uploads/2018/04/other-Leveson-PUB-Leading-Indicators.pdf,26,,
586,"TCAS interferes with the ground-based air traffic control system (e.g., transponder transmissions to the ground or radar or radio services).",hazard,hazard,,hazard1,aviation,2018,Creating and Using Leading Indicators,https://psas.scripts.mit.edu/home/wp-content/uploads/2018/04/other-Leveson-PUB-Leading-Indicators.pdf,26,,
587,"TCAS interferes with an ATC advisory that is safety-related (e.g., avoiding a restricted area or adverse weather conditions).",hazard,hazard,,hazard1,aviation,2018,Creating and Using Leading Indicators,https://psas.scripts.mit.edu/home/wp-content/uploads/2018/04/other-Leveson-PUB-Leading-Indicators.pdf,26,,
593,"Plant releases toxic chemicals (e.g. to air, ground, etc.).",hazard,hazard,,hazard1,nuclear,2018,STPA Intro,https://psas.scripts.mit.edu/home/wp-content/uploads/2018/04/JThomas-Batch-reactor-exercise.pdf,5,,
594,Overpressurization of plant equipment.,hazard,hazard,,hazard2,nuclear,2018,STPA Intro,https://psas.scripts.mit.edu/home/wp-content/uploads/2018/04/JThomas-Batch-reactor-exercise.pdf,5,,
595,Plant is unable to produce chemical X.,hazard,hazard,,hazard1,nuclear,2018,STPA Intro,https://psas.scripts.mit.edu/home/wp-content/uploads/2018/04/JThomas-Batch-reactor-exercise.pdf,5,,
615,UAV too close to ground/building/person.,hazard,hazard,,hazard1,aviation,2018,STPA Applied to Air Force Acquisition Technical Requirements Development,https://psas.scripts.mit.edu/home/wp-content/uploads/2018/04/Tues-Summers-PUB-STAMP-Workshop-18-Brief.pdf,5,,
616,UAV violates minimum separation requirements.,hazard,hazard,,hazard1,aviation,2018,STPA Applied to Air Force Acquisition Technical Requirements Development,https://psas.scripts.mit.edu/home/wp-content/uploads/2018/04/Tues-Summers-PUB-STAMP-Workshop-18-Brief.pdf,5,,
617,UAV does not complete mission.,hazard,hazard,,hazard1,aviation,2018,STPA Applied to Air Force Acquisition Technical Requirements Development,https://psas.scripts.mit.edu/home/wp-content/uploads/2018/04/Tues-Summers-PUB-STAMP-Workshop-18-Brief.pdf,5,,
618,UAV departs controlled flight.,hazard,hazard,,hazard1,aviation,2018,STPA Applied to Air Force Acquisition Technical Requirements Development,https://psas.scripts.mit.edu/home/wp-content/uploads/2018/04/Tues-Summers-PUB-STAMP-Workshop-18-Brief.pdf,5,,
620,Loss of UAV airframe integrity.,hazard,hazard,ambiguo,exhazard,aviation,2018,STPA Applied to Air Force Acquisition Technical Requirements Development,https://psas.scripts.mit.edu/home/wp-content/uploads/2018/04/Tues-Summers-PUB-STAMP-Workshop-18-Brief.pdf,5,,
631,Staff is unexpectedly exposed to radiation.,hazard,hazard,,hazard5,medicine,2018,Experiences with STPA in Radiation Therapy,https://psas.scripts.mit.edu/home/wp-content/uploads/2018/04/Wed-PUB-Pawlicki-STAMP-2018.pdf,10,,
632,Persons are subjected to the possibility of non-radiological injury.,hazard,hazard,,hazard5,medicine,2018,Experiences with STPA in Radiation Therapy,https://psas.scripts.mit.edu/home/wp-content/uploads/2018/04/Wed-PUB-Pawlicki-STAMP-2018.pdf,10,,
633,Equipment is subject to unexpected stress.,hazard,hazard,,hazard1,medicine,2018,Experiences with STPA in Radiation Therapy,https://psas.scripts.mit.edu/home/wp-content/uploads/2018/04/Wed-PUB-Pawlicki-STAMP-2018.pdf,10,,
634,"Workflow is subject to unexpected stress, delays in starting treatments.",hazard,hazard,,hazard1,medicine,2018,Experiences with STPA in Radiation Therapy,https://psas.scripts.mit.edu/home/wp-content/uploads/2018/04/Wed-PUB-Pawlicki-STAMP-2018.pdf,10,,
639,Vehicle does not maintain safe distance from nearby vehicles.,hazard,hazard,,hazard1,automotive,2018,Building Behavior Competency into STPA Process Models for Automated Driving Systems,https://psas.scripts.mit.edu/home/wp-content/uploads/2018/04/Wed-cook-PUB-MIT_STAMP_2018_AV_Pres_Rev_MIT2.0.pdf,5,,
640,Vehicle does not maintain safe distance from terrain and other obstacles.,hazard,hazard,,hazard1,automotive,2018,Building Behavior Competency into STPA Process Models for Automated Driving Systems,https://psas.scripts.mit.edu/home/wp-content/uploads/2018/04/Wed-cook-PUB-MIT_STAMP_2018_AV_Pres_Rev_MIT2.0.pdf,5,,
642,Vehicle enters uncontrollable or unrecoverable state.,hazard,hazard,,hazard1,automotive,2018,Building Behavior Competency into STPA Process Models for Automated Driving Systems,https://psas.scripts.mit.edu/home/wp-content/uploads/2018/04/Wed-cook-PUB-MIT_STAMP_2018_AV_Pres_Rev_MIT2.0.pdf,5,,
654,Water cannot flow through on demand.,hazard,hazard,,hazard5,water,2018,STPA Application in Hydropower: Piloting Experience,https://psas.scripts.mit.edu/home/wp-content/uploads/2018/04/Wed-To-PUB-STPA-Application-in-Hydropower-Piloting-Experience.pdf,8,aceitável mas sistema ambíguo,
656,Public exposed to unsafe drinking water.,hazard,hazard,,hazard5,water,2018,A Systems Analysis of the 1998 Sydney Water Crisis,https://psas.scripts.mit.edu/home/wp-content/uploads/2018/04/Thurs-Merrett-PUB-Sydneys-Water-quality-Crisis-systems-analysis_v2.pdf,6,,
661,SMS is not designed according to standards.,hazard,hazard,,hazard1,aviation,2018,The AVAC-SMS Metric for the Self-Assessment of Aviation Safety Management Systems,https://psas.scripts.mit.edu/home/wp-content/uploads/2018/04/SMS-assessment-tool_MIT-STAMP-2018.pdf,20,,
662,SMS is not implemented according to standards.,hazard,hazard,,hazard1,aviation,2018,The AVAC-SMS Metric for the Self-Assessment of Aviation Safety Management Systems,https://psas.scripts.mit.edu/home/wp-content/uploads/2018/04/SMS-assessment-tool_MIT-STAMP-2018.pdf,20,,
663,SMS is not suitable for the organization.,hazard,hazard,,hazard1,aviation,2018,The AVAC-SMS Metric for the Self-Assessment of Aviation Safety Management Systems,https://psas.scripts.mit.edu/home/wp-content/uploads/2018/04/SMS-assessment-tool_MIT-STAMP-2018.pdf,20,,
664,SMS is not effective.,hazard,hazard,,hazard1,aviation,2018,The AVAC-SMS Metric for the Self-Assessment of Aviation Safety Management Systems,https://psas.scripts.mit.edu/home/wp-content/uploads/2018/04/SMS-assessment-tool_MIT-STAMP-2018.pdf,20,,
678,Airframe integrity is lost during operations on the ground.,hazard,hazard,ambiguo,exhazard,aviation,2018,STPA for Airports: Safety Hazard Analysis for Airport Operations in Hub Airports,https://psas.scripts.mit.edu/home/wp-content/uploads/2018/04/STPA-for-Airports-v2-MIT-2018-1.pdf,23,,
679,Service vehicle/equipment frame integrity is lost during operations on the ground.,hazard,hazard,ambiguo,exhazard,aviation,2018,STPA for Airports: Safety Hazard Analysis for Airport Operations in Hub Airports,https://psas.scripts.mit.edu/home/wp-content/uploads/2018/04/STPA-for-Airports-v2-MIT-2018-1.pdf,23,,
680,Airport infrastructure component integrity is lost during operations.,hazard,hazard,ambiguo,exhazard,aviation,2018,STPA for Airports: Safety Hazard Analysis for Airport Operations in Hub Airports,https://psas.scripts.mit.edu/home/wp-content/uploads/2018/04/STPA-for-Airports-v2-MIT-2018-1.pdf,23,,
681,Human physical integrity is lost during operations.,hazard,hazard,ambiguo,exhazard,aviation,2018,STPA for Airports: Safety Hazard Analysis for Airport Operations in Hub Airports,https://psas.scripts.mit.edu/home/wp-content/uploads/2018/04/STPA-for-Airports-v2-MIT-2018-1.pdf,23,,
687,SGC system operates under abnormal conditions.,hazard,hazard,,hazard1,other,2018,Opportunities and Challenges of Applying STPA to Subsea Operations,https://psas.scripts.mit.edu/home/wp-content/uploads/2018/04/STPA-to-Subsea-20180329-Kim.pdf,14,,
688,SGC system cannot produce gas with maximum capacity.,hazard,hazard,,hazard1,other,2018,Opportunities and Challenges of Applying STPA to Subsea Operations,https://psas.scripts.mit.edu/home/wp-content/uploads/2018/04/STPA-to-Subsea-20180329-Kim.pdf,14,,
695,AV does not maintain safe distance to VRU.,hazard,hazard,,hazard1,automotive,2019,STPA Analysis of Safety Measures for Zenuity’s Auto Valet Parking Demo,http://psas.scripts.mit.edu/home/wp-content/uploads/2019/04/1-Tues-Morn__Sidhu__PUB__Zenuity-Presentation-STAMP-Wkshp-2019-v7.pdf,7,,
696,AV leaves the designated demo zone.,hazard,hazard,,hazard1,automotive,2019,STPA Analysis of Safety Measures for Zenuity’s Auto Valet Parking Demo,http://psas.scripts.mit.edu/home/wp-content/uploads/2019/04/1-Tues-Morn__Sidhu__PUB__Zenuity-Presentation-STAMP-Wkshp-2019-v7.pdf,7,,
697,AV does not maintain safe distance to another AV.,hazard,hazard,,hazard1,automotive,2019,STPA Analysis of Safety Measures for Zenuity’s Auto Valet Parking Demo,http://psas.scripts.mit.edu/home/wp-content/uploads/2019/04/1-Tues-Morn__Sidhu__PUB__Zenuity-Presentation-STAMP-Wkshp-2019-v7.pdf,7,,
698,AV does not maintain safe distance to structure.,hazard,hazard,,hazard1,automotive,2019,STPA Analysis of Safety Measures for Zenuity’s Auto Valet Parking Demo,http://psas.scripts.mit.edu/home/wp-content/uploads/2019/04/1-Tues-Morn__Sidhu__PUB__Zenuity-Presentation-STAMP-Wkshp-2019-v7.pdf,7,,
699,AV activates without request during autonomous maneuver.,hazard,hazard,,hazard1,automotive,2019,STPA Analysis of Safety Measures for Zenuity’s Auto Valet Parking Demo,http://psas.scripts.mit.edu/home/wp-content/uploads/2019/04/1-Tues-Morn__Sidhu__PUB__Zenuity-Presentation-STAMP-Wkshp-2019-v7.pdf,7,,
714,Aircraft violates criteria for stable approaches.,hazard,hazard,,hazard1,aviation,2019,Active STPA – A Systems-based Hazard Analysis for Safety Management Systems (SMS),http://psas.scripts.mit.edu/home/wp-content/uploads/2019/04/1-Tues-Morn__Diogo-Castilho-on-Active-STPA.pdf,12,,
716,Aircraft violates minimum separation from airspace or other aircraft.,hazard,hazard,,hazard1,aviation,2019,Active STPA – A Systems-based Hazard Analysis for Safety Management Systems (SMS),http://psas.scripts.mit.edu/home/wp-content/uploads/2019/04/1-Tues-Morn__Diogo-Castilho-on-Active-STPA.pdf,12,,
723,Ferromagnetic object exposed to a large magnetic field.,hazard,hazard,,hazard5,medicine,2019,STAMP for Hospital Safety,http://psas.scripts.mit.edu/home/wp-content/uploads/2019/04/4-Wed-Aft__Wong_Singer__undefined__STAMP_HospitalSafety.pdf,9,,
724,"Electronic, electrical, and mechanical device exposed to large magnetic or RF fields.",hazard,hazard,,hazard5,medicine,2019,STAMP for Hospital Safety,http://psas.scripts.mit.edu/home/wp-content/uploads/2019/04/4-Wed-Aft__Wong_Singer__undefined__STAMP_HospitalSafety.pdf,9,,
725,Human or equipment exposure to cryogen or quench gas.,hazard,hazard,,hazard5,medicine,2019,STAMP for Hospital Safety,http://psas.scripts.mit.edu/home/wp-content/uploads/2019/04/4-Wed-Aft__Wong_Singer__undefined__STAMP_HospitalSafety.pdf,9,,
726,Human exposure to loud noise.,hazard,hazard,,hazard5,medicine,2019,STAMP for Hospital Safety,http://psas.scripts.mit.edu/home/wp-content/uploads/2019/04/4-Wed-Aft__Wong_Singer__undefined__STAMP_HospitalSafety.pdf,10,,
727,Human overexposure to large magnetic field or RF field.,hazard,hazard,,hazard5,medicine,2019,STAMP for Hospital Safety,http://psas.scripts.mit.edu/home/wp-content/uploads/2019/04/4-Wed-Aft__Wong_Singer__undefined__STAMP_HospitalSafety.pdf,10,,
728,"Simulation acquired is wrong patient, wrong location, wrong iso, or with poor immobilization.",hazard,hazard,,hazard1,medicine,2019,STAMP for Hospital Safety,http://psas.scripts.mit.edu/home/wp-content/uploads/2019/04/4-Wed-Aft__Wong_Singer__undefined__STAMP_HospitalSafety.pdf,11,,
729,"Simulation acquired contains artifacts or otherwise poor image quality, or not transmided for RT planning.",hazard,hazard,,hazard1,medicine,2019,STAMP for Hospital Safety,http://psas.scripts.mit.edu/home/wp-content/uploads/2019/04/4-Wed-Aft__Wong_Singer__undefined__STAMP_HospitalSafety.pdf,11,,
731,Spacecraft has inadequate heat and power.,hazard,hazard,,hazard1,aerospace,2019,Common Mistakes Using STAMP and Its Tools,http://psas.scripts.mit.edu/home/wp-content/uploads/2019/04/CommonMistakes-part1.pdf,5,,
732,Spacecraft destroyed while landing on planet.,hazard,hazard,,hazard1,aerospace,2019,Common Mistakes Using STAMP and Its Tools,http://psas.scripts.mit.edu/home/wp-content/uploads/2019/04/CommonMistakes-part1.pdf,5,,
733,Spacecraft hit by space debris.,hazard,hazard,,hazard1,aerospace,2019,Common Mistakes Using STAMP and Its Tools,http://psas.scripts.mit.edu/home/wp-content/uploads/2019/04/CommonMistakes-part1.pdf,5,,
741,Privation to track/communicate to the vehicle or payload.,hazard,hazard,,hazard2,aerospace,2019,STPA Applied to Launch Operations Management,http://psas.scripts.mit.edu/home/wp-content/uploads/2019/04/5-Thurs-Morn__Merladet__PUB__STPA-MIT-STAMP-WORKSHOP-2019-28-03-19.pdf,11,,
742,"Permanence of personnel in environment with energetic material, toxic material or with pressure vessels.",hazard,hazard,,hazard5,aerospace,2019,STPA Applied to Launch Operations Management,http://psas.scripts.mit.edu/home/wp-content/uploads/2019/04/5-Thurs-Morn__Merladet__PUB__STPA-MIT-STAMP-WORKSHOP-2019-28-03-19.pdf,11,,
743,Vehicle or payload out of flight route.,hazard,hazard,,hazard1,aerospace,2019,STPA Applied to Launch Operations Management,http://psas.scripts.mit.edu/home/wp-content/uploads/2019/04/5-Thurs-Morn__Merladet__PUB__STPA-MIT-STAMP-WORKSHOP-2019-28-03-19.pdf,12,,
744,Premature ignition of vehicle stages at the launch rail.,hazard,hazard,,hazard2,aerospace,2019,STPA Applied to Launch Operations Management,http://psas.scripts.mit.edu/home/wp-content/uploads/2019/04/5-Thurs-Morn__Merladet__PUB__STPA-MIT-STAMP-WORKSHOP-2019-28-03-19.pdf,12,,
753,"Aircraft placed on trajectory or position that intersects with a physical obstruction (e.g., loss of separation, controlled flight into terrain).",hazard,hazard,,hazard1,aviation,2019,STPA for Security of Aircraft Systems,http://psas.scripts.mit.edu/home/wp-content/uploads/2019/04/5-Thurs-Morn__Weller-Fahy__PUB__2019-03-25_MIT-STAMP-Workshop_Weller-Fahy_Presentation.pdf,36,,
754,"Aircraft placed on trajectory that intersects with dangerous atmospheric conditions (e.g., storms, volcanic ash).",hazard,hazard,,hazard1,aviation,2019,STPA for Security of Aircraft Systems,http://psas.scripts.mit.edu/home/wp-content/uploads/2019/04/5-Thurs-Morn__Weller-Fahy__PUB__2019-03-25_MIT-STAMP-Workshop_Weller-Fahy_Presentation.pdf,36,,
757,Operation with degraded equipment (intentional or natural).,hazard,hazard,,hazard5,aviation,2019,STPA for Security of Aircraft Systems,http://psas.scripts.mit.edu/home/wp-content/uploads/2019/04/5-Thurs-Morn__Weller-Fahy__PUB__2019-03-25_MIT-STAMP-Workshop_Weller-Fahy_Presentation.pdf,36,,
758,Situational awareness of flight crew is blurred or lost.,hazard,hazard,,exhazard,aviation,2019,STPA for Security of Aircraft Systems,http://psas.scripts.mit.edu/home/wp-content/uploads/2019/04/5-Thurs-Morn__Weller-Fahy__PUB__2019-03-25_MIT-STAMP-Workshop_Weller-Fahy_Presentation.pdf,36,lost,
759,Flight crew is overworked.,hazard,hazard,,hazard5,aviation,2019,STPA for Security of Aircraft Systems,http://psas.scripts.mit.edu/home/wp-content/uploads/2019/04/5-Thurs-Morn__Weller-Fahy__PUB__2019-03-25_MIT-STAMP-Workshop_Weller-Fahy_Presentation.pdf,36,,"classificado como hazard, pois ""organism"" = <sistema> e ""are mistaken"" = <condição insegura>"
763,Aircraft does not stop before the runway end.,hazard,hazard,,hazard1,aviation,2019,STPA Analysis of Aircraft Landing Phase with Focus on Runway Excursion,http://psas.scripts.mit.edu/home/wp-content/uploads/2019/04/5-Thrus-Morn_Reiser_PUB_2019.pdf,12,,
764,Aircraft veers to a runway side.,hazard,hazard,,hazard1,aviation,2019,STPA Analysis of Aircraft Landing Phase with Focus on Runway Excursion,http://psas.scripts.mit.edu/home/wp-content/uploads/2019/04/5-Thrus-Morn_Reiser_PUB_2019.pdf,12,,
768,Smartgrid has an inability to meet unexpected demands.,hazard,hazard,,hazard1,energy,2019,STPA of Demand -Side Load Management in Smart Grids,http://psas.scripts.mit.edu/home/wp-content/uploads/2019/04/5-Thurs-Morn__Karatzas__PUB__MIT-STPA-methodology-presentation-v1.pdf,7,,
769,Smartgrid is unable to satisfy local energy demands.,hazard,hazard,,hazard1,energy,2019,STPA of Demand -Side Load Management in Smart Grids,http://psas.scripts.mit.edu/home/wp-content/uploads/2019/04/5-Thurs-Morn__Karatzas__PUB__MIT-STPA-methodology-presentation-v1.pdf,7,,
770,Smartgrid has an inability to keep customers comfortable per their preferences.,hazard,hazard,,hazard1,energy,2019,STPA of Demand -Side Load Management in Smart Grids,http://psas.scripts.mit.edu/home/wp-content/uploads/2019/04/5-Thurs-Morn__Karatzas__PUB__MIT-STPA-methodology-presentation-v1.pdf,7,,
776,Aircraft violate minimum separation standards in flight.,hazard,hazard,,hazard1,aviation,2020,Introduction to STPA,https://psas.scripts.mit.edu/home/wp-content/uploads/2020/07/JThomas-STPA-Introduction.pdf,52,,
777,Controlled flight of aircraft into terrain.,hazard,hazard,,hazard2,aviation,2020,Introduction to STPA,https://psas.scripts.mit.edu/home/wp-content/uploads/2020/07/JThomas-STPA-Introduction.pdf,52,,
778,Aircraft airframe integrity is degraded.,hazard,hazard,,hazard1,aviation,2020,Introduction to STPA,https://psas.scripts.mit.edu/home/wp-content/uploads/2020/07/JThomas-STPA-Introduction.pdf,52,,
779,Aircraft environment is harmful to human health.,hazard,hazard,,hazard1,aviation,2020,Introduction to STPA,https://psas.scripts.mit.edu/home/wp-content/uploads/2020/07/JThomas-STPA-Introduction.pdf,52,,
784,Vehicle does not maintain safe distance from nearby objects.,hazard,hazard,,hazard1,automotive,2020,Introduction to STPA,https://psas.scripts.mit.edu/home/wp-content/uploads/2020/07/JThomas-STPA-Introduction.pdf,54,,
785,Vehicle enters dangerous area/region.,hazard,hazard,,hazard1,automotive,2020,Introduction to STPA,https://psas.scripts.mit.edu/home/wp-content/uploads/2020/07/JThomas-STPA-Introduction.pdf,54,,
786,"Vehicle exceeds safe operating envelope for environment (speed, lateral/longitudinal forces).",hazard,hazard,,hazard1,automotive,2020,Introduction to STPA,https://psas.scripts.mit.edu/home/wp-content/uploads/2020/07/JThomas-STPA-Introduction.pdf,54,,
792,Patient has opioid overdose.,hazard,hazard,,hazard5,medicine,2020,Introduction to STPA,https://psas.scripts.mit.edu/home/wp-content/uploads/2020/07/JThomas-STPA-Introduction.pdf,55,,
793,Patient has opioid underdose.,hazard,hazard,,hazard5,medicine,2020,Introduction to STPA,https://psas.scripts.mit.edu/home/wp-content/uploads/2020/07/JThomas-STPA-Introduction.pdf,55,,
794,Patient info disclosed to unauthorized parties.,hazard,hazard,,hazard5,medicine,2020,Introduction to STPA,https://psas.scripts.mit.edu/home/wp-content/uploads/2020/07/JThomas-STPA-Introduction.pdf,55,,
799,Plant releases radioactive material.,hazard,hazard,,hazard1,nuclear,2020,Introduction to STPA,https://psas.scripts.mit.edu/home/wp-content/uploads/2020/07/JThomas-STPA-Introduction.pdf,57,,
800,Plant is operated outside limits.,hazard,hazard,,hazard1,nuclear,2020,Introduction to STPA,https://psas.scripts.mit.edu/home/wp-content/uploads/2020/07/JThomas-STPA-Introduction.pdf,57,,
801,Plant is shut down.,hazard,hazard,,hazard1,nuclear,2020,Introduction to STPA,https://psas.scripts.mit.edu/home/wp-content/uploads/2020/07/JThomas-STPA-Introduction.pdf,57,,
806,Food products for sale contain pathogens.,hazard,hazard,,hazard5,food,2020,Introduction to STPA,https://psas.scripts.mit.edu/home/wp-content/uploads/2020/07/JThomas-STPA-Introduction.pdf,58,,
825,Company doesn’t complete the certification processes.,hazard,hazard,,hazard5,military,2020,STPA Applied to Military Certification Process,https://psas.scripts.mit.edu/home/wp-content/uploads/2020/08/STPA-Applied-to-Military-Certification.pdf,10,,
826,Products accepted in non-conformance with the specification.,hazard,hazard,,hazard5,military,2020,STPA Applied to Military Certification Process,https://psas.scripts.mit.edu/home/wp-content/uploads/2020/08/STPA-Applied-to-Military-Certification.pdf,10,,
827,Certification Tests not performed as scheduled.,hazard,hazard,,hazard5,military,2020,STPA Applied to Military Certification Process,https://psas.scripts.mit.edu/home/wp-content/uploads/2020/08/STPA-Applied-to-Military-Certification.pdf,10,,
828,Certification Process temporally interrupted due to budgetary constraints to the project.,hazard,hazard,,hazard5,military,2020,STPA Applied to Military Certification Process,https://psas.scripts.mit.edu/home/wp-content/uploads/2020/08/STPA-Applied-to-Military-Certification.pdf,10,,
